Datetime,Year,Month,Day,Hour,Minute,Week,Day of week,Steps
2025-10-08 17:41:18,2025,10,8,17,41,41,Wednesday,28
2025-10-08 17:42:18,2025,10,8,17,42,41,Wednesday,6
2025-10-08 17:42:50,2025,10,8,17,42,41,Wednesday,32
2025-10-08 17:44:48,2025,10,8,17,44,41,Wednesday,14
2025-10-08 17:45:48,2025,10,8,17,45,41,Wednesday,22
2025-10-08 17:46:46,2025,10,8,17,46,41,Wednesday,6
2025-10-08 17:47:46,2025,10,8,17,47,41,Wednesday,7
2025-10-08 17:48:24,2025,10,8,17,48,41,Wednesday,49
2025-10-08 17:57:16,2025,10,8,17,57,41,Wednesday,29
2025-10-08 17:58:16,2025,10,8,17,58,41,Wednesday,1
2025-10-08 18:06:31,2025,10,8,18,6,41,Wednesday,5
2025-10-08 18:25:05,2025,10,8,18,25,41,Wednesday,14
2025-10-08 18:50:46,2025,10,8,18,50,41,Wednesday,42
2025-10-08 18:52:20,2025,10,8,18,52,41,Wednesday,47
2025-10-08 18:53:54,2025,10,8,18,53,41,Wednesday,17
2025-10-08 18:54:04,2025,10,8,18,54,41,Wednesday,35
2025-10-08 19:18:02,2025,10,8,19,18,41,Wednesday,19
2025-10-08 19:19:16,2025,10,8,19,19,41,Wednesday,15
2025-10-08 19:21:00,2025,10,8,19,21,41,Wednesday,22
2025-10-08 19:22:00,2025,10,8,19,22,41,Wednesday,76
2025-10-08 19:22:55,2025,10,8,19,22,41,Wednesday,2
2025-10-08 19:33:09,2025,10,8,19,33,41,Wednesday,5
2025-10-08 19:34:29,2025,10,8,19,34,41,Wednesday,9
2025-10-08 20:19:07,2025,10,8,20,19,41,Wednesday,26
2025-10-08 20:20:00,2025,10,8,20,20,41,Wednesday,19
2025-10-08 20:21:43,2025,10,8,20,21,41,Wednesday,10
2025-10-08 20:22:43,2025,10,8,20,22,41,Wednesday,24
2025-10-08 20:32:05,2025,10,8,20,32,41,Wednesday,64
2025-10-08 20:37:22,2025,10,8,20,37,41,Wednesday,13
2025-10-08 20:38:22,2025,10,8,20,38,41,Wednesday,5
2025-10-08 20:38:25,2025,10,8,20,38,41,Wednesday,98
2025-10-08 20:39:24,2025,10,8,20,39,41,Wednesday,4
2025-10-08 20:39:26,2025,10,8,20,39,41,Wednesday,90
2025-10-08 20:40:36,2025,10,8,20,40,41,Wednesday,19
2025-10-08 20:41:36,2025,10,8,20,41,41,Wednesday,16
2025-10-08 20:41:58,2025,10,8,20,41,41,Wednesday,25
2025-10-08 21:40:34,2025,10,8,21,40,41,Wednesday,11
2025-10-08 22:23:17,2025,10,8,22,23,41,Wednesday,19
2025-10-08 23:01:36,2025,10,8,23,1,41,Wednesday,86
2025-10-08 23:04:28,2025,10,8,23,4,41,Wednesday,55
2025-10-08 23:05:30,2025,10,8,23,5,41,Wednesday,67
2025-10-08 23:06:43,2025,10,8,23,6,41,Wednesday,96
2025-10-08 23:07:44,2025,10,8,23,7,41,Wednesday,115
2025-10-08 23:08:45,2025,10,8,23,8,41,Wednesday,119
2025-10-08 23:09:46,2025,10,8,23,9,41,Wednesday,80
2025-10-08 23:10:46,2025,10,8,23,10,41,Wednesday,26
2025-10-08 23:11:07,2025,10,8,23,11,41,Wednesday,18
2025-10-08 23:11:54,2025,10,8,23,11,41,Wednesday,112
2025-10-08 23:12:49,2025,10,8,23,12,41,Wednesday,12
2025-10-08 23:12:55,2025,10,8,23,12,41,Wednesday,104
2025-10-08 23:13:50,2025,10,8,23,13,41,Wednesday,17
2025-10-08 23:13:58,2025,10,8,23,13,41,Wednesday,82
2025-10-08 23:38:25,2025,10,8,23,38,41,Wednesday,6
2025-10-08 23:44:50,2025,10,8,23,44,41,Wednesday,24
2025-10-09 07:57:31,2025,10,9,7,57,41,Thursday,21
2025-10-09 08:07:43,2025,10,9,8,7,41,Thursday,10
2025-10-09 08:29:34,2025,10,9,8,29,41,Thursday,6
2025-10-09 08:51:43,2025,10,9,8,51,41,Thursday,18
2025-10-09 08:52:52,2025,10,9,8,52,41,Thursday,8
2025-10-09 08:54:33,2025,10,9,8,54,41,Thursday,14
2025-10-09 08:55:33,2025,10,9,8,55,41,Thursday,96
2025-10-09 08:57:16,2025,10,9,8,57,41,Thursday,24
2025-10-09 09:37:27,2025,10,9,9,37,41,Thursday,1
2025-10-09 09:38:27,2025,10,9,9,38,41,Thursday,62
2025-10-09 09:40:34,2025,10,9,9,40,41,Thursday,42
2025-10-09 09:43:33,2025,10,9,9,43,41,Thursday,45
2025-10-09 09:45:03,2025,10,9,9,45,41,Thursday,42
2025-10-09 09:56:49,2025,10,9,9,56,41,Thursday,10
2025-10-09 09:57:49,2025,10,9,9,57,41,Thursday,35
2025-10-09 10:04:36,2025,10,9,10,4,41,Thursday,30
2025-10-09 10:30:46,2025,10,9,10,30,41,Thursday,34
2025-10-09 10:57:24,2025,10,9,10,57,41,Thursday,28
2025-10-09 11:01:51,2025,10,9,11,1,41,Thursday,16
2025-10-09 11:03:03,2025,10,9,11,3,41,Thursday,33
2025-10-09 11:04:09,2025,10,9,11,4,41,Thursday,65
2025-10-09 11:05:53,2025,10,9,11,5,41,Thursday,10
2025-10-09 11:06:53,2025,10,9,11,6,41,Thursday,21
2025-10-09 11:07:42,2025,10,9,11,7,41,Thursday,48
2025-10-09 11:09:09,2025,10,9,11,9,41,Thursday,13
2025-10-09 11:09:57,2025,10,9,11,9,41,Thursday,8
2025-10-09 11:11:36,2025,10,9,11,11,41,Thursday,4
2025-10-09 11:12:36,2025,10,9,11,12,41,Thursday,9
2025-10-09 11:13:27,2025,10,9,11,13,41,Thursday,7
2025-10-09 11:14:27,2025,10,9,11,14,41,Thursday,25
2025-10-09 11:14:59,2025,10,9,11,14,41,Thursday,13
2025-10-09 11:15:19,2025,10,9,11,15,41,Thursday,19
2025-10-09 11:15:34,2025,10,9,11,15,41,Thursday,14
2025-10-09 11:16:32,2025,10,9,11,16,41,Thursday,59
2025-10-09 11:17:18,2025,10,9,11,17,41,Thursday,3
2025-10-09 11:20:49,2025,10,9,11,20,41,Thursday,25
2025-10-09 11:21:49,2025,10,9,11,21,41,Thursday,12
2025-10-09 11:45:38,2025,10,9,11,45,41,Thursday,1
2025-10-09 11:46:38,2025,10,9,11,46,41,Thursday,42
2025-10-09 12:04:27,2025,10,9,12,4,41,Thursday,39
2025-10-09 12:05:55,2025,10,9,12,5,41,Thursday,11
2025-10-09 12:06:55,2025,10,9,12,6,41,Thursday,39
2025-10-09 12:27:01,2025,10,9,12,27,41,Thursday,11
2025-10-09 12:28:01,2025,10,9,12,28,41,Thursday,12
2025-10-09 12:28:10,2025,10,9,12,28,41,Thursday,38
2025-10-09 12:28:54,2025,10,9,12,28,41,Thursday,5
2025-10-09 12:29:22,2025,10,9,12,29,41,Thursday,43
2025-10-09 13:05:44,2025,10,9,13,5,41,Thursday,41
2025-10-09 13:07:08,2025,10,9,13,7,41,Thursday,18
2025-10-09 13:08:08,2025,10,9,13,8,41,Thursday,63
2025-10-09 13:09:06,2025,10,9,13,9,41,Thursday,29
2025-10-09 13:35:04,2025,10,9,13,35,41,Thursday,32
2025-10-09 13:36:08,2025,10,9,13,36,41,Thursday,26
2025-10-09 13:36:39,2025,10,9,13,36,41,Thursday,125
2025-10-09 13:38:08,2025,10,9,13,38,41,Thursday,135
2025-10-09 13:39:25,2025,10,9,13,39,41,Thursday,16
2025-10-09 13:39:33,2025,10,9,13,39,41,Thursday,50
2025-10-09 13:40:02,2025,10,9,13,40,41,Thursday,68
2025-10-09 13:40:41,2025,10,9,13,40,41,Thursday,95
2025-10-09 13:41:38,2025,10,9,13,41,41,Thursday,148
2025-10-09 13:43:08,2025,10,9,13,43,41,Thursday,124
2025-10-09 13:44:15,2025,10,9,13,44,41,Thursday,13
2025-10-09 13:44:23,2025,10,9,13,44,41,Thursday,89
2025-10-09 13:45:14,2025,10,9,13,45,41,Thursday,102
2025-10-09 13:46:15,2025,10,9,13,46,41,Thursday,127
2025-10-09 13:47:31,2025,10,9,13,47,41,Thursday,137
2025-10-09 13:48:49,2025,10,9,13,48,41,Thursday,94
2025-10-09 13:49:51,2025,10,9,13,49,41,Thursday,33
2025-10-09 13:50:10,2025,10,9,13,50,41,Thursday,77
2025-10-09 13:50:56,2025,10,9,13,50,41,Thursday,105
2025-10-09 13:51:56,2025,10,9,13,51,41,Thursday,7
2025-10-09 13:52:00,2025,10,9,13,52,41,Thursday,112
2025-10-09 13:53:09,2025,10,9,13,53,41,Thursday,29
2025-10-09 13:53:26,2025,10,9,13,53,41,Thursday,67
2025-10-09 13:54:10,2025,10,9,13,54,41,Thursday,36
2025-10-09 13:54:32,2025,10,9,13,54,41,Thursday,64
2025-10-09 13:55:18,2025,10,9,13,55,41,Thursday,47
2025-10-09 13:56:57,2025,10,9,13,56,41,Thursday,15
2025-10-09 13:58:12,2025,10,9,13,58,41,Thursday,18
2025-10-09 13:59:12,2025,10,9,13,59,41,Thursday,20
2025-10-09 14:01:03,2025,10,9,14,1,41,Thursday,24
2025-10-09 14:02:16,2025,10,9,14,2,41,Thursday,29
2025-10-09 14:03:16,2025,10,9,14,3,41,Thursday,6
2025-10-09 14:03:32,2025,10,9,14,3,41,Thursday,28
2025-10-09 14:05:19,2025,10,9,14,5,41,Thursday,19
2025-10-09 14:06:19,2025,10,9,14,6,41,Thursday,38
2025-10-09 14:07:15,2025,10,9,14,7,41,Thursday,14
2025-10-09 14:07:38,2025,10,9,14,7,41,Thursday,2
2025-10-09 14:08:38,2025,10,9,14,8,41,Thursday,23
2025-10-09 14:10:24,2025,10,9,14,10,41,Thursday,12
2025-10-09 14:11:24,2025,10,9,14,11,41,Thursday,6
2025-10-09 14:12:36,2025,10,9,14,12,41,Thursday,25
2025-10-09 14:13:36,2025,10,9,14,13,41,Thursday,50
2025-10-09 14:14:53,2025,10,9,14,14,41,Thursday,43
2025-10-09 14:16:19,2025,10,9,14,16,41,Thursday,5
2025-10-09 14:23:59,2025,10,9,14,23,41,Thursday,19
2025-10-09 14:25:54,2025,10,9,14,25,41,Thursday,15
2025-10-09 14:27:02,2025,10,9,14,27,41,Thursday,22
2025-10-09 14:28:02,2025,10,9,14,28,41,Thursday,14
2025-10-09 14:28:32,2025,10,9,14,28,41,Thursday,38
2025-10-09 17:08:07,2025,10,9,17,8,41,Thursday,46
2025-10-09 17:09:54,2025,10,9,17,9,41,Thursday,53
2025-10-09 17:12:04,2025,10,9,17,12,41,Thursday,1
2025-10-09 17:13:04,2025,10,9,17,13,41,Thursday,26
2025-10-09 17:13:58,2025,10,9,17,13,41,Thursday,20
2025-10-09 17:14:58,2025,10,9,17,14,41,Thursday,42
2025-10-09 17:15:43,2025,10,9,17,15,41,Thursday,26
2025-10-09 17:16:43,2025,10,9,17,16,41,Thursday,18
2025-10-09 17:18:17,2025,10,9,17,18,41,Thursday,24
2025-10-09 17:19:48,2025,10,9,17,19,41,Thursday,24
2025-10-09 17:20:48,2025,10,9,17,20,41,Thursday,2
2025-10-09 17:20:50,2025,10,9,17,20,41,Thursday,91
2025-10-09 17:23:12,2025,10,9,17,23,41,Thursday,106
2025-10-09 17:24:13,2025,10,9,17,24,41,Thursday,71
2025-10-09 17:24:57,2025,10,9,17,24,41,Thursday,170
2025-10-09 17:26:42,2025,10,9,17,26,41,Thursday,60
2025-10-09 17:28:07,2025,10,9,17,28,41,Thursday,86
2025-10-09 17:30:11,2025,10,9,17,30,41,Thursday,42
2025-10-09 17:30:35,2025,10,9,17,30,41,Thursday,48
2025-10-09 17:31:01,2025,10,9,17,31,41,Thursday,101
2025-10-09 17:32:00,2025,10,9,17,32,41,Thursday,13
2025-10-09 17:32:07,2025,10,9,17,32,41,Thursday,90
2025-10-09 17:33:00,2025,10,9,17,33,41,Thursday,106
2025-10-09 17:34:01,2025,10,9,17,34,41,Thursday,109
2025-10-09 17:35:04,2025,10,9,17,35,41,Thursday,123
2025-10-09 17:36:18,2025,10,9,17,36,41,Thursday,77
2025-10-09 17:37:11,2025,10,9,17,37,41,Thursday,28
2025-10-09 17:37:29,2025,10,9,17,37,41,Thursday,27
2025-10-09 17:37:55,2025,10,9,17,37,41,Thursday,8
2025-10-09 17:43:14,2025,10,9,17,43,41,Thursday,18
2025-10-09 17:44:14,2025,10,9,17,44,41,Thursday,25
2025-10-09 17:44:32,2025,10,9,17,44,41,Thursday,175
2025-10-09 17:46:15,2025,10,9,17,46,41,Thursday,51
2025-10-09 17:46:44,2025,10,9,17,46,41,Thursday,67
2025-10-09 17:47:21,2025,10,9,17,47,41,Thursday,119
2025-10-09 17:48:33,2025,10,9,17,48,41,Thursday,157
2025-10-09 17:50:00,2025,10,9,17,50,41,Thursday,45
2025-10-09 17:50:26,2025,10,9,17,50,41,Thursday,146
2025-10-09 17:51:47,2025,10,9,17,51,41,Thursday,49
2025-10-09 17:52:14,2025,10,9,17,52,41,Thursday,113
2025-10-09 17:53:16,2025,10,9,17,53,41,Thursday,44
2025-10-09 17:54:04,2025,10,9,17,54,41,Thursday,31
2025-10-09 18:48:55,2025,10,9,18,48,41,Thursday,14
2025-10-09 18:50:06,2025,10,9,18,50,41,Thursday,43
2025-10-09 18:51:32,2025,10,9,18,51,41,Thursday,47
2025-10-09 18:52:22,2025,10,9,18,52,41,Thursday,3
2025-10-09 18:53:22,2025,10,9,18,53,41,Thursday,85
2025-10-09 19:16:30,2025,10,9,19,16,41,Thursday,16
2025-10-09 19:18:03,2025,10,9,19,18,41,Thursday,21
2025-10-09 19:19:03,2025,10,9,19,19,41,Thursday,4
2025-10-09 19:32:35,2025,10,9,19,32,41,Thursday,7
2025-10-09 19:35:41,2025,10,9,19,35,41,Thursday,5
2025-10-09 19:36:41,2025,10,9,19,36,41,Thursday,29
2025-10-09 19:39:00,2025,10,9,19,39,41,Thursday,7
2025-10-09 19:45:35,2025,10,9,19,45,41,Thursday,11
2025-10-09 19:47:01,2025,10,9,19,47,41,Thursday,38
2025-10-09 19:48:17,2025,10,9,19,48,41,Thursday,40
2025-10-09 19:48:42,2025,10,9,19,48,41,Thursday,81
2025-10-09 19:49:32,2025,10,9,19,49,41,Thursday,14
2025-10-09 19:51:39,2025,10,9,19,51,41,Thursday,12
2025-10-09 20:02:38,2025,10,9,20,2,41,Thursday,30
2025-10-09 20:53:16,2025,10,9,20,53,41,Thursday,33
2025-10-09 23:12:38,2025,10,9,23,12,41,Thursday,127
2025-10-09 23:16:52,2025,10,9,23,16,41,Thursday,116
2025-10-09 23:17:53,2025,10,9,23,17,41,Thursday,130
2025-10-09 23:18:51,2025,10,9,23,18,41,Thursday,110
2025-10-09 23:19:52,2025,10,9,23,19,41,Thursday,130
2025-10-09 23:20:52,2025,10,9,23,20,41,Thursday,120
2025-10-09 23:21:54,2025,10,9,23,21,41,Thursday,126
2025-10-09 23:22:55,2025,10,9,23,22,41,Thursday,114
2025-10-09 23:23:55,2025,10,9,23,23,41,Thursday,73
2025-10-09 23:24:36,2025,10,9,23,24,41,Thursday,47
2025-10-09 23:26:07,2025,10,9,23,26,41,Thursday,93
2025-10-09 23:27:23,2025,10,9,23,27,41,Thursday,96
2025-10-09 23:32:44,2025,10,9,23,32,41,Thursday,7
2025-10-09 23:44:23,2025,10,9,23,44,41,Thursday,39
2025-10-09 23:45:41,2025,10,9,23,45,41,Thursday,43
2025-10-09 23:46:41,2025,10,9,23,46,41,Thursday,101
2025-10-09 23:47:50,2025,10,9,23,47,41,Thursday,94
2025-10-09 23:48:48,2025,10,9,23,48,41,Thursday,4
2025-10-09 23:50:17,2025,10,9,23,50,41,Thursday,14
2025-10-09 23:51:35,2025,10,9,23,51,41,Thursday,11
2025-10-09 23:52:35,2025,10,9,23,52,41,Thursday,4
2025-10-10 00:06:37,2025,10,10,0,6,41,Friday,17
2025-10-10 08:51:37,2025,10,10,8,51,41,Friday,20
2025-10-10 08:56:16,2025,10,10,8,56,41,Friday,6
2025-10-10 08:59:19,2025,10,10,8,59,41,Friday,6
2025-10-10 09:12:58,2025,10,10,9,12,41,Friday,28
2025-10-10 09:13:58,2025,10,10,9,13,41,Friday,9
2025-10-10 09:14:06,2025,10,10,9,14,41,Friday,106
2025-10-10 09:16:38,2025,10,10,9,16,41,Friday,32
2025-10-10 09:54:07,2025,10,10,9,54,41,Friday,17
2025-10-10 10:00:56,2025,10,10,10,0,41,Friday,17
2025-10-10 13:19:23,2025,10,10,13,19,41,Friday,20
2025-10-10 13:20:23,2025,10,10,13,20,41,Friday,15
2025-10-10 13:22:37,2025,10,10,13,22,41,Friday,22
2025-10-10 13:45:51,2025,10,10,13,45,41,Friday,41
2025-10-10 13:59:48,2025,10,10,13,59,41,Friday,10
2025-10-10 14:18:21,2025,10,10,14,18,41,Friday,10
2025-10-10 14:19:21,2025,10,10,14,19,41,Friday,9
2025-10-10 14:19:43,2025,10,10,14,19,41,Friday,9
2025-10-10 14:20:30,2025,10,10,14,20,41,Friday,60
2025-10-10 14:22:05,2025,10,10,14,22,41,Friday,26
2025-10-10 14:22:35,2025,10,10,14,22,41,Friday,6
2025-10-10 14:22:40,2025,10,10,14,22,41,Friday,87
2025-10-10 14:24:12,2025,10,10,14,24,41,Friday,44
2025-10-10 14:24:45,2025,10,10,14,24,41,Friday,50
2025-10-10 14:25:40,2025,10,10,14,25,41,Friday,53
2025-10-10 14:26:07,2025,10,10,14,26,41,Friday,37
2025-10-10 14:26:33,2025,10,10,14,26,41,Friday,43
2025-10-10 14:26:59,2025,10,10,14,26,41,Friday,22
2025-10-10 14:28:06,2025,10,10,14,28,41,Friday,6
2025-10-10 14:34:08,2025,10,10,14,34,41,Friday,36
2025-10-10 16:46:50,2025,10,10,16,46,41,Friday,25
2025-10-10 17:45:25,2025,10,10,17,45,41,Friday,12
2025-10-10 17:47:27,2025,10,10,17,47,41,Friday,9
2025-10-10 17:49:44,2025,10,10,17,49,41,Friday,15
2025-10-10 17:50:44,2025,10,10,17,50,41,Friday,17
2025-10-10 18:12:31,2025,10,10,18,12,41,Friday,10
2025-10-10 19:16:25,2025,10,10,19,16,41,Friday,42
2025-10-10 20:26:43,2025,10,10,20,26,41,Friday,20
2025-10-10 20:54:26,2025,10,10,20,54,41,Friday,18
2025-10-10 22:33:05,2025,10,10,22,33,41,Friday,12
2025-10-10 23:01:12,2025,10,10,23,1,41,Friday,6
2025-10-10 23:02:12,2025,10,10,23,2,41,Friday,110
2025-10-10 23:04:56,2025,10,10,23,4,41,Friday,123
2025-10-10 23:05:57,2025,10,10,23,5,41,Friday,116
2025-10-10 23:06:56,2025,10,10,23,6,41,Friday,3
2025-10-10 23:06:57,2025,10,10,23,6,41,Friday,120
2025-10-10 23:07:56,2025,10,10,23,7,41,Friday,61
2025-10-10 23:08:46,2025,10,10,23,8,41,Friday,79
2025-10-10 23:10:04,2025,10,10,23,10,41,Friday,125
2025-10-10 23:11:06,2025,10,10,23,11,41,Friday,131
2025-10-10 23:12:07,2025,10,10,23,12,41,Friday,89
2025-10-10 23:12:49,2025,10,10,23,12,41,Friday,133
2025-10-10 23:14:09,2025,10,10,23,14,41,Friday,101
2025-10-10 23:15:10,2025,10,10,23,15,41,Friday,120
2025-10-10 23:16:11,2025,10,10,23,16,41,Friday,9
2025-10-10 23:38:22,2025,10,10,23,38,41,Friday,42
2025-10-10 23:47:10,2025,10,10,23,47,41,Friday,19
2025-10-10 23:48:10,2025,10,10,23,48,41,Friday,71
2025-10-10 23:49:44,2025,10,10,23,49,41,Friday,107
2025-10-10 23:50:46,2025,10,10,23,50,41,Friday,92
2025-10-10 23:51:44,2025,10,10,23,51,41,Friday,20
2025-10-10 23:53:16,2025,10,10,23,53,41,Friday,25
2025-10-10 23:54:16,2025,10,10,23,54,41,Friday,27
2025-10-11 07:55:22,2025,10,11,7,55,41,Saturday,6
2025-10-11 08:36:15,2025,10,11,8,36,41,Saturday,8
2025-10-11 08:43:39,2025,10,11,8,43,41,Saturday,16
2025-10-11 09:41:40,2025,10,11,9,41,41,Saturday,22
2025-10-11 09:54:05,2025,10,11,9,54,41,Saturday,46
2025-10-11 09:55:37,2025,10,11,9,55,41,Saturday,78
2025-10-11 09:57:19,2025,10,11,9,57,41,Saturday,46
2025-10-11 10:03:21,2025,10,11,10,3,41,Saturday,11
2025-10-11 10:04:21,2025,10,11,10,4,41,Saturday,11
2025-10-11 10:05:10,2025,10,11,10,5,41,Saturday,11
2025-10-11 10:08:15,2025,10,11,10,8,41,Saturday,8
2025-10-11 10:23:54,2025,10,11,10,23,41,Saturday,31
2025-10-11 10:24:43,2025,10,11,10,24,41,Saturday,28
2025-10-11 10:25:10,2025,10,11,10,25,41,Saturday,31
2025-10-11 10:25:33,2025,10,11,10,25,41,Saturday,18
2025-10-11 10:25:43,2025,10,11,10,25,41,Saturday,27
2025-10-11 10:28:20,2025,10,11,10,28,41,Saturday,12
2025-10-11 10:29:20,2025,10,11,10,29,41,Saturday,20
2025-10-11 10:29:49,2025,10,11,10,29,41,Saturday,34
2025-10-11 10:30:57,2025,10,11,10,30,41,Saturday,29
2025-10-11 10:33:18,2025,10,11,10,33,41,Saturday,25
2025-10-11 10:34:18,2025,10,11,10,34,41,Saturday,80
2025-10-11 10:35:14,2025,10,11,10,35,41,Saturday,53
2025-10-11 10:37:00,2025,10,11,10,37,41,Saturday,37
2025-10-11 10:37:59,2025,10,11,10,37,41,Saturday,7
2025-10-11 10:38:08,2025,10,11,10,38,41,Saturday,37
2025-10-11 10:39:22,2025,10,11,10,39,41,Saturday,33
2025-10-11 10:45:15,2025,10,11,10,45,41,Saturday,5
2025-10-11 10:46:15,2025,10,11,10,46,41,Saturday,2
2025-10-11 10:48:33,2025,10,11,10,48,41,Saturday,10
2025-10-11 10:49:33,2025,10,11,10,49,41,Saturday,44
2025-10-11 10:50:35,2025,10,11,10,50,41,Saturday,15
2025-10-11 10:51:35,2025,10,11,10,51,41,Saturday,34
2025-10-11 10:52:36,2025,10,11,10,52,41,Saturday,34
2025-10-11 10:53:45,2025,10,11,10,53,41,Saturday,14
2025-10-11 11:41:49,2025,10,11,11,41,41,Saturday,7
2025-10-11 11:42:05,2025,10,11,11,42,41,Saturday,9
2025-10-11 11:50:23,2025,10,11,11,50,41,Saturday,28
2025-10-11 11:51:23,2025,10,11,11,51,41,Saturday,60
2025-10-11 11:57:52,2025,10,11,11,57,41,Saturday,5
2025-10-11 12:04:31,2025,10,11,12,4,41,Saturday,13
2025-10-11 12:31:25,2025,10,11,12,31,41,Saturday,8
2025-10-11 12:42:30,2025,10,11,12,42,41,Saturday,7
2025-10-11 12:45:57,2025,10,11,12,45,41,Saturday,49
2025-10-11 12:47:35,2025,10,11,12,47,41,Saturday,86
2025-10-11 13:10:54,2025,10,11,13,10,41,Saturday,16
2025-10-11 13:12:38,2025,10,11,13,12,41,Saturday,13
2025-10-11 13:13:38,2025,10,11,13,13,41,Saturday,30
2025-10-11 13:13:59,2025,10,11,13,13,41,Saturday,35
2025-10-11 13:14:27,2025,10,11,13,14,41,Saturday,43
2025-10-11 13:15:10,2025,10,11,13,15,41,Saturday,15
2025-10-11 13:15:35,2025,10,11,13,15,41,Saturday,6
2025-10-11 13:15:46,2025,10,11,13,15,41,Saturday,98
2025-10-11 13:18:23,2025,10,11,13,18,41,Saturday,26
2025-10-11 13:18:36,2025,10,11,13,18,41,Saturday,72
2025-10-11 13:19:13,2025,10,11,13,19,41,Saturday,83
2025-10-11 13:19:57,2025,10,11,13,19,41,Saturday,62
2025-10-11 13:20:25,2025,10,11,13,20,41,Saturday,69
2025-10-11 13:21:01,2025,10,11,13,21,41,Saturday,119
2025-10-11 13:22:03,2025,10,11,13,22,41,Saturday,40
2025-10-11 13:22:26,2025,10,11,13,22,41,Saturday,90
2025-10-11 13:23:13,2025,10,11,13,23,41,Saturday,114
2025-10-11 13:24:06,2025,10,11,13,24,41,Saturday,121
2025-10-11 13:25:05,2025,10,11,13,25,41,Saturday,56
2025-10-11 13:25:34,2025,10,11,13,25,41,Saturday,110
2025-10-11 13:26:31,2025,10,11,13,26,41,Saturday,29
2025-10-11 13:26:44,2025,10,11,13,26,41,Saturday,103
2025-10-11 13:27:32,2025,10,11,13,27,41,Saturday,29
2025-10-11 13:27:45,2025,10,11,13,27,41,Saturday,89
2025-10-11 13:28:28,2025,10,11,13,28,41,Saturday,32
2025-10-11 13:28:46,2025,10,11,13,28,41,Saturday,55
2025-10-11 13:29:13,2025,10,11,13,29,41,Saturday,34
2025-10-11 13:29:31,2025,10,11,13,29,41,Saturday,43
2025-10-11 13:29:55,2025,10,11,13,29,41,Saturday,42
2025-10-11 13:30:19,2025,10,11,13,30,41,Saturday,22
2025-10-11 13:30:50,2025,10,11,13,30,41,Saturday,7
2025-10-11 13:31:34,2025,10,11,13,31,41,Saturday,18
2025-10-11 13:31:46,2025,10,11,13,31,41,Saturday,45
2025-10-11 13:32:33,2025,10,11,13,32,41,Saturday,15
2025-10-11 13:32:41,2025,10,11,13,32,41,Saturday,106
2025-10-11 13:33:35,2025,10,11,13,33,41,Saturday,55
2025-10-11 13:34:09,2025,10,11,13,34,41,Saturday,23
2025-10-11 13:34:23,2025,10,11,13,34,41,Saturday,5
2025-10-11 13:35:05,2025,10,11,13,35,41,Saturday,9
2025-10-11 13:39:22,2025,10,11,13,39,41,Saturday,8
2025-10-11 14:10:47,2025,10,11,14,10,41,Saturday,8
2025-10-11 14:21:28,2025,10,11,14,21,41,Saturday,53
2025-10-11 14:23:14,2025,10,11,14,23,41,Saturday,49
2025-10-11 14:24:31,2025,10,11,14,24,41,Saturday,34
2025-10-11 14:25:39,2025,10,11,14,25,41,Saturday,5
2025-10-11 14:25:44,2025,10,11,14,25,41,Saturday,3
2025-10-11 14:26:44,2025,10,11,14,26,41,Saturday,42
2025-10-11 14:27:07,2025,10,11,14,27,41,Saturday,25
2025-10-11 14:27:22,2025,10,11,14,27,41,Saturday,14
2025-10-11 14:27:50,2025,10,11,14,27,41,Saturday,31
2025-10-11 14:28:06,2025,10,11,14,28,41,Saturday,29
2025-10-11 14:28:22,2025,10,11,14,28,41,Saturday,38
2025-10-11 14:28:44,2025,10,11,14,28,41,Saturday,24
2025-10-11 14:43:51,2025,10,11,14,43,41,Saturday,42
2025-10-11 14:44:15,2025,10,11,14,44,41,Saturday,9
2025-10-11 14:47:08,2025,10,11,14,47,41,Saturday,72
2025-10-11 14:49:32,2025,10,11,14,49,41,Saturday,19
2025-10-11 14:51:02,2025,10,11,14,51,41,Saturday,13
2025-10-11 14:52:02,2025,10,11,14,52,41,Saturday,48
2025-10-11 15:22:29,2025,10,11,15,22,41,Saturday,6
2025-10-11 15:22:33,2025,10,11,15,22,41,Saturday,57
2025-10-11 15:23:06,2025,10,11,15,23,41,Saturday,62
2025-10-11 15:23:40,2025,10,11,15,23,41,Saturday,6
2025-10-11 15:24:25,2025,10,11,15,24,41,Saturday,9
2025-10-11 15:24:31,2025,10,11,15,24,41,Saturday,45
2025-10-11 15:25:23,2025,10,11,15,25,41,Saturday,21
2025-10-11 15:30:52,2025,10,11,15,30,41,Saturday,1
2025-10-11 15:31:52,2025,10,11,15,31,41,Saturday,11
2025-10-11 15:31:59,2025,10,11,15,31,41,Saturday,27
2025-10-11 15:32:44,2025,10,11,15,32,41,Saturday,3
2025-10-11 15:53:30,2025,10,11,15,53,41,Saturday,48
2025-10-11 16:09:13,2025,10,11,16,9,41,Saturday,6
2025-10-11 17:07:14,2025,10,11,17,7,41,Saturday,39
2025-10-11 17:08:32,2025,10,11,17,8,41,Saturday,7
2025-10-11 17:15:52,2025,10,11,17,15,41,Saturday,18
2025-10-11 17:16:52,2025,10,11,17,16,41,Saturday,8
2025-10-11 18:16:25,2025,10,11,18,16,41,Saturday,16
2025-10-11 19:11:10,2025,10,11,19,11,41,Saturday,38
